# Captures																																															
Year, Fleet, Sex, Data																																												
1994	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	3	0	2	3	2	6	7	14	19	18	17	16	13	8	2	5	4	3	4	2	0	0	0
1995	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2	2	4	4	5	7	10	11	7	8	3	9	4	3	0	1	0	0	0	0
1996	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	2	1	1	1	3	4	5	3	6	8	5	8	4	2	2	0	0	1	0	0	0	0
1997	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	1	4	6	9	12	10	17	9	19	13	7	4	1	0	0	1	0	0	0	0
1998	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	3	3	4	6	6	5	4	5	1	1	0	0	0	0	0	0
1999	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4	1	1	1	3	3	2	5	2	3	1	0	0	0	0	0	0
2000	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	1	4	5	3	8	5	8	5	2	3	2	1	0	0	0	0
2001	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	2	3	9	9	11	21	30	18	15	8	3	2	0	0	0	0	1
2002	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
2003	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	1	2	6	0	5	2	0	1	0	0	0	0	0
2004	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	1	0	0	0	1	1	1	5	4	5	2	4	2	1	1	2	0	0	0	0
2005	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1	0	1	0	0	0	1	1	0	0	1	2	3	5	6	13	12	9	2	2	4	2	0	1	0	0
2006	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	3	1	0	0	0	0	1	0	0	0	1	0	3	3	7	4	0	2	1	0	0	0	0	0	0
2007	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	7	3	4	3	3	1	4	3	0	1	0	1	0	0	1	1	4	3	2	4	4	5	2	0	1	0	0	0	0
2008	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
